Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-04-003-1,SRT-ABC-04,Broadcast,003_manavision_abc04_bk,manavision,caller,ens33,190.57.161.184,SRT,5000,0.0.0.0,connected,6.503,12/17/25 13:34,harmonic,UDP,10000,multicast,ens34,238.77.24.3,6.508,connected,345.56,426.58
SRT-ABC-04-004-1,SRT-ABC-04,Broadcast,004_ABC04_INTER-TV-DTV-SPORTS-2_P,DTV-SPORTS-2,multicast,ens34,239.195.6.6,UDP,8000,10.77.6.6,connected,13.943,12/17/25 13:34,INTERTV-NETUNO,SRT,10037,listener,ens33,0.0.0.0,13.938,connected,345.56,426.58
SRT-ABC-04-004-2,SRT-ABC-04,Broadcast,004_ABC04_INTER-TV-DTV-SPORTS-2_P,DTV-SPORTS-2,,,,,,,,,12/17/25 13:34,PUBLICIDAD_MULTIMEDIAA_LLC,SRT,10104,listener,ens33,0.0.0.0,13.941,connected,345.56,426.58
SRT-ABC-04-004-3,SRT-ABC-04,Broadcast,004_ABC04_INTER-TV-DTV-SPORTS-2_P,DTV-SPORTS-2,,,,,,,,,12/17/25 13:34,TUVES(INTERTV-CHILE),SRT,10204,listener,ens33,0.0.0.0,13.940,connected,345.56,426.58
SRT-ABC-04-005-1,SRT-ABC-04,Broadcast,005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P,DTVSPORTS-PLUS,multicast,ens34,239.195.6.7,UDP,8000,10.77.6.7,connected,14.143,12/17/25 13:34,INTERTV-NETUNO,SRT,10038,listener,ens33,0.0.0.0,14.149,connected,345.56,426.58
SRT-ABC-04-005-2,SRT-ABC-04,Broadcast,005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P,DTVSPORTS-PLUS,,,,,,,,,12/17/25 13:34,PUBLICIDAD_MULTIMEDIA_P,SRT,10105,listener,ens33,0.0.0.0,14.143,connected,345.56,426.58
SRT-ABC-04-005-3,SRT-ABC-04,Broadcast,005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P,DTVSPORTS-PLUS,,,,,,,,,12/17/25 13:34,SIMPLE-TV,SRT,2108,caller,ens33,138.185.64.44,14.143,connected,345.56,426.58
SRT-ABC-04-005-4,SRT-ABC-04,Broadcast,005_ABC04_INTER-TV-DTV-SPORTS-PLUS_P,DTVSPORTS-PLUS,,,,,,,,,12/17/25 13:34,TUVES(INTERTV-CHILE),SRT,10205,listener,ens33,0.0.0.0,14.144,connected,345.56,426.58
SRT-ABC-04-006-1,SRT-ABC-04,Broadcast,006_ABC_INTER-TV_DTV-SPORTS-PAN_P,DTV-SPORTS-PAN,multicast,ens34,239.195.6.5,UDP,8000,10.77.6.5,connected,13.883,12/17/25 13:34,INTERTV-NETUNO,SRT,10039,listener,ens33,0.0.0.0,13.889,connected,345.56,426.58
SRT-ABC-04-006-2,SRT-ABC-04,Broadcast,006_ABC_INTER-TV_DTV-SPORTS-PAN_P,DTV-SPORTS-PAN,,,,,,,,,12/17/25 13:34,PUBLICIDAD_MULTIMEDIA_P,SRT,10106,listener,ens33,0.0.0.0,13.894,connected,345.56,426.58
