Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-05-001-1,SRT-ABC-05,Broadcast,001_VTV_INTERTV-ABC05_BU,VTV-INTERTV,caller,eno1,138.185.64.23,SRT,3104,0.0.0.0,connected,8.585,12/17/25 13:35,HARMONIC-VOS,UDP,10000,multicast,eno2,238.77.25.1,8.620,connected,395.75,356.37
SRT-ABC-05-002-1,SRT-ABC-05,Broadcast,002_ECUAVISA_ECU_P_ABC05,ECUAVISA_ECU_P,caller,eno1,190.63.171.98,SRT,10561,0.0.0.0,connecting,0.0,12/17/25 13:35,LAN,UDP,10000,multicast,eno2,238.77.25.2,0.000,disconnected,395.75,356.37
SRT-ABC-05-003-1,SRT-ABC-05,Broadcast,003_KZO_ABC01_B,KZO-HD,listener,eno1,0.0.0.0,SRT,10013,0.0.0.0,connecting,0.0,12/17/25 13:35,LAN,UDP,10000,multicast,eno2,238.77.25.3,0.000,disconnected,395.75,356.37
SRT-ABC-05-004-1,SRT-ABC-05,Broadcast,004_LaRed-Chile_ABC05_P,LaRed-Chile,caller,eno1,45.181.122.34,SRT,9020,0.0.0.0,connecting,0.0,12/17/25 13:35,RCV-ABC-1209-P,UDP,10000,multicast,eno2,238.77.25.4,0.0,disconnected,395.75,356.37
SRT-ABC-05-005-1,SRT-ABC-05,Broadcast,005_ECDF_ABC05_BK,ECDF,caller,eno1,190.57.130.251,SRT,10004,0.0.0.0,connected,16.788,12/17/25 13:35,RCV1372P,UDP,10000,multicast,eno2,238.77.25.5,16.788,connected,395.75,356.37
SRT-ABC-05-006-1,SRT-ABC-05,Broadcast,006_COBCX1-2_ABC05_MON-01-2_ TOC 1,cobc01-02,listener,eno1,0.0.0.0,SRT,14101,0.0.0.0,connected,3.573,12/17/25 13:35,lan,UDP,10000,multicast,eno2,238.77.25.6,3.578,connected,395.75,356.37
SRT-ABC-05-007-1,SRT-ABC-05,Broadcast,007_COBCx01-PID-MON-01_ABC05,COBC01-PID-MON-01,listener,eno1,0.0.0.0,SRT,14105,0.0.0.0,connecting,0.0,12/17/25 13:35,LAN,RTP,10000,multicast,eno2,238.77.25.7,0.000,disconnected,395.75,356.37
SRT-ABC-05-008-1,SRT-ABC-05,Broadcast,008_COBC02-ADTEC1-MON-05_ABC05_TOC2,COBC02-ADTEC1-MON-05,listener,eno1,0.0.0.0,SRT,14001,0.0.0.0,connecting,0.0,12/17/25 13:35,LAN,UDP,10000,multicast,eno2,238.77.25.8,0.000,disconnected,395.75,356.37
SRT-ABC-05-009-1,SRT-ABC-05,Broadcast,009_cinemaplus_abc03_p,cinemaplus,caller,eno1,167.88.63.19,SRT,9994,0.0.0.0,disconnected,0.0,12/17/25 13:35,cloud,UDP,10000,multicast,eno2,238.77.25.9,0,,395.75,356.37
SRT-ABC-05-010-1,SRT-ABC-05,Broadcast,010_CBC01_ABC03_TEST,CBC01,listener,eno1,0.0.0.0,SRT,10041,0.0.0.0,disconnected,0.0,12/17/25 13:35,RCV 24P,UDP,10000,multicast,eno2,238.77.25.10,0,,395.75,356.37
