Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-01-029-2,SRT-ABC-01,Broadcast,029_TX76-MUXP-ABC_COBC,TX76-MUXP-ABC,,,,,,,,,07/16/25 11:26,NEW COBC-01,SRT,14076,caller,eno1,10.177.242.101,41.230,disconnected,431.57,241.40
SRT-ABC-01-030-1,SRT-ABC-01,Broadcast,030_ABC01_COBC01_TX88-MUX_P,TX88-MUX_P,multicast,eno2,239.77.12.41,RTP,5090,10.77.53.1,connected,47.930,07/16/25 11:26, COBC01,SRT,14088,caller,eno1,10.177.242.101,0.0,disconnected,431.57,241.40
SRT-ABC-01-030-2,SRT-ABC-01,Broadcast,030_ABC01_COBC01_TX88-MUX_P,TX88-MUX_P,,,,,,,,,07/16/25 11:26,OLD-COBC-01,SRT,14088,caller,eno1,191.102.238.101,0.0,disconnected,431.57,241.40
SRT-ABC-01-031-1,SRT-ABC-01,Broadcast,031_canal10uru_ABC01_P,canal10URU,caller,eno1,190.64.95.77,SRT,10010,0.0.0.0,connected,12.250,07/16/25 11:26,LAN _FINAL,UDP,10000,multicast,eno2,238.1.4.1,0.0,disconnected,431.57,241.40
SRT-ABC-01-031-2,SRT-ABC-01,Broadcast,031_canal10uru_ABC01_P,canal10URU,,,,,,,,,07/16/25 11:26,LAN110821,UDP,10000,multicast,eno2,238.77.21.11,12.244,connected,431.57,241.40
SRT-ABC-01-033-1,SRT-ABC-01,Broadcast,033_ABC_CBC_ESPN2 lat Andina,RCV1510P,multicast,eno2,239.77.16.110,UDP,8999,10.77.22.110,connected,20.429,07/16/25 11:26,cbc-b,SRT,10070,caller,eno1,99.193.236.205,0.0,disconnected,431.57,241.40
SRT-ABC-01-033-2,SRT-ABC-01,Broadcast,033_ABC_CBC_ESPN2 lat Andina,RCV1510P,,,,,,,,,07/16/25 11:26,cbc1,SRT,10071,caller,eno1,10.133.92.150,0.000,disconnected,431.57,241.40
SRT-ABC-01-034-1,SRT-ABC-01,Broadcast,034_COBC01-PID-MON-01_ABC01,COBC01-PID-MON-01_ABC01,listener,eno1,0.0.0.0,SRT,14105,0.0.0.0,connecting,0.0,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.34,0.000,disconnected,431.57,241.40
SRT-ABC-01-035-1,SRT-ABC-01,Broadcast,035_ABC1_CHIVEN_TORNEOS1,TORNEOS-01,multicast,eno2,238.77.1.107,UDP,10000,10.77.22.197,connection established,0.0,07/16/25 11:26,
SRT-ABC-01-037-1,SRT-ABC-01,Broadcast,037_ABC_CBC_TEST-CH1,TEST CH1,multicast,eno2,239.77.16.110,UDP,8999,10.77.22.110,connected,20.429,07/16/25 11:26,cbc01,SRT,10035,caller,eno2,10.133.92.150,0.000,disconnected,431.57,241.40
SRT-ABC-01-038-1,SRT-ABC-01,Broadcast,038_ABC_CBC_TEST-CH2,TEST-CH2,unicast,eno2,0.0.0.0,UDP,8999,239.77.16.110,connected,61.286,07/16/25 11:26,cbc1¿01,SRT,10036,caller,eno1,10.133.92.150,0.000,disconnected,431.57,241.40
SRT-ABC-01-040-1,SRT-ABC-01,Broadcast,040_ABC01_SIMPLE-TV_ONDIRECTV-NORTE_P,ONDIRECTV-NORTE-P,multicast,eno2,239.77.40.90,UDP,8000,10.77.54.51,connected,10.219,07/16/25 11:26,SIMPLE TV,SRT,3109,caller,eno1,138.185.64.43,10.216,connected,431.57,241.40
SRT-ABC-01-051-1,SRT-ABC-01,Broadcast,051_CDO-ABC-B,CDO ,caller,eno1,190.171.138.250,SRT,40101,0.0.0.0,connecting,0.0,07/16/25 11:26,RCV,UDP,10000,multicast,eno2,238.77.21.51,0.000,disconnected,431.57,241.40
SRT-ABC-01-053-1,SRT-ABC-01,Broadcast,053_DSportsMotor_ABC01_P,Madco,listener,eno1,0.0.0.0,SRT,10053,0.0.0.0,connecting,0.0,07/16/25 11:26,RCV-ABC-1069-P,UDP,10000,multicast,eno2,238.77.21.53,0.000,disconnected,431.57,241.40
SRT-ABC-01-054-1,SRT-ABC-01,Broadcast,054_MUX-70-P_UDP,MUX-70-P_FEC,multicast,eno2,239.77.12.10,UDP,5090,10.77.12.10,disconnected,0.0,07/16/25 11:26,MUX-70-P_FEC,SRT,14170,listener,eno1,0.0.0.0,0,disconnected,431.57,241.40
SRT-ABC-01-055-1,SRT-ABC-01,Broadcast,055_VenevisionPlus_ABC01_P,VenevisionPlus_P,caller,eno1,142.202.48.113,SRT,17603,0.0.0.0,connected,4.080,07/16/25 11:26,RCV-ABC-1805-P,UDP,10000,multicast,eno2,238.77.21.55,4.076,connected,431.57,241.40
SRT-ABC-01-056-1,SRT-ABC-01,Broadcast,056_ABC01_DFIGHT_PRI,ENC9007P,multicast,eno2,239.77.42.90,UDP,8000,10.77.54.51,connected,10.219,07/16/25 11:26,DFIGHT-CLIENTE1,SRT,12056,listener,eno1,0.0.0.0,0,disconnected,431.57,241.40
SRT-ABC-01-056-2,SRT-ABC-01,Broadcast,056_ABC01_DFIGHT_PRI,ENC9007P,,,,,,,,,07/16/25 11:26,DFIGHT-CLIENTE2,SRT,13056,listener,eno1,0.0.0.0,0,disconnected,431.57,241.40
SRT-ABC-01-056-3,SRT-ABC-01,Broadcast,056_ABC01_DFIGHT_PRI,ENC9007P,,,,,,,,,07/16/25 11:26,DFIGHT-P,SRT,10056,listener,eno1,0.0.0.0,10.219,connected,431.57,241.40
SRT-ABC-01-057-1,SRT-ABC-01,Broadcast,057_DnewsChile_ABC,57_DnewsChile_ABC,caller,eno1,200.54.176.83,SRT,22012,0.0.0.0,connecting,0.0,07/16/25 11:26,TEST-CHILE DNEWS,UDP,10000,multicast,eno2,238.77.21.57,0.000,disconnected,431.57,241.40
SRT-ABC-01-059-1,SRT-ABC-01,Broadcast,059_Andes TV (Dnews Peru)_ABC_P,Andes TV (Dnews Peru)_ABC_P,caller,eno1,161.132.222.211,SRT,10001,0.0.0.0,connecting,0.0,07/16/25 11:26,AndesTV,UDP,10000,multicast,eno2,238.77.21.59,0.0,disconnected,431.57,241.40
SRT-ABC-01-060-1,SRT-ABC-01,Broadcast,060_CBC01_ABC01_ITX-PPV01_P,ITX-PPV01_P,listener,eno1,0.0.0.0,SRT,10060,0.0.0.0,connected,12.259,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.60,12.259,connected,431.57,241.40
SRT-ABC-01-061-1,SRT-ABC-01,Broadcast,061_CBC01_ABC01_ITX-PPV02_P,ITX-PPV02_P,listener,eno1,0.0.0.0,SRT,10061,0.0.0.0,connected,12.259,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.61,12.259,connected,431.57,241.40
SRT-ABC-01-062-1,SRT-ABC-01,Broadcast,062_CBC01_ABC01_ITX-PPV03_P,ITX-PPV03_P,listener,eno1,0.0.0.0,SRT,10062,0.0.0.0,connected,12.266,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.62,12.260,connected,431.57,241.40
SRT-ABC-01-063-1,SRT-ABC-01,Broadcast,063_CBC01_ABC01_ITX-PPV04_P,ITX-PPV04_P,listener,eno1,0.0.0.0,SRT,10066,0.0.0.0,connected,12.255,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.63,12.259,connected,431.57,241.40
SRT-ABC-01-064-1,SRT-ABC-01,Broadcast,064_CBC01_ABC01_ITX-PPV05_P,ITX-PPV05_P,listener,eno1,0.0.0.0,SRT,10067,0.0.0.0,connected,12.266,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.64,12.259,connected,431.57,241.40
SRT-ABC-01-065-1,SRT-ABC-01,Broadcast,065_PRG_ABC_2°BACKUP,PRG_BACKUP,caller,eno1,181.12.151.124,SRT,9099,0.0.0.0,connecting,0.0,07/16/25 11:26,PRG_TEST,UDP,10000,multicast,eno2,238.77.21.65,0.000,disconnected,431.57,241.40
SRT-ABC-01-095-1,SRT-ABC-01,Broadcast,095_TVPLUS_ABC01_P,TVPlus,caller,eno1,190.215.167.4,SRT,9010,0.0.0.0,connected,6.095,07/16/25 11:26,RCV1372P,UDP,10000,multicast,eno2,238.77.21.95,6.069,connected,431.57,241.40
SRT-ABC-01-096-1,SRT-ABC-01,Broadcast,096_CANAL-E_ABC01_P,CANAL-E,caller,eno1,190.104.216.240,SRT,10000,0.0.0.0,connecting,0.0,07/16/25 11:26,RCV-ABC-1016,UDP,10000,multicast,eno2,238.77.21.96,0.000,disconnected,431.57,241.40
SRT-ABC-01-097-1,SRT-ABC-01,Broadcast,097_MERIDIANO_ABC01_MERIDIANO_P,Meridiano TV,caller,eno1,186.96.70.22,SRT,20001,0.0.0.0,connected,6.575,07/16/25 11:26,RCV-ABC-1807-P,UDP,10000,multicast,eno2,238.77.21.97,6.584,connected,431.57,241.40
SRT-ABC-01-098-JJPANAMERICANOS-TEST-1,SRT-ABC-01,Broadcast,098-JJPANAMERICANOS-TEST,JJPANAMERICANOS-TEST,caller,eno1,179.27.122.210,SRT,3005,0.0.0.0,connecting,0.0,07/16/25 11:26,JJPANAMERICANOS,UDP,10000,multicast,eno2,238.77.21.98,0.000,disconnected,431.57,241.40
SRT-ABC-01-099-1,SRT-ABC-01,Broadcast,099_JJPANAMERICANOS-TEST2,JJPANAMERICANOS-,caller,eno1,179.27.122.210,SRT,3010,0.0.0.0,connecting,0.0,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.21.99,0.000,disconnected,431.57,241.40
SRT-ABC-01-099-1,SRT-ABC-01,Broadcast,099_test_C7_Jujuy,test,caller,eno1,nodo10.arcast.live,SRT,1337,0.0.0.0,connecting,0.0,07/16/25 11:26,
SRT-ABC-01-100-1,SRT-ABC-01,Broadcast,100_CBC01_ABC01_PBOY_TEMP-HHH,PBOY_P,listener,eno1,0.0.0.0,SRT,11000,0.0.0.0,connecting,0.0,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.100,0.000,disconnected,431.57,241.40
SRT-ABC-01-101-1,SRT-ABC-01,Broadcast,101_ABC-TEST-DNEWS-CHILE,DNEWS-CHILE,caller,eno1,200.54.176.83,SRT,30408,0.0.0.0,connecting,0.0,07/16/25 11:26,DNEWS-CHILE,UDP,10000,multicast,eno2,238.77.21.101,0.000,disconnected,431.57,241.40
SRT-ABC-01-103-1,SRT-ABC-01,Broadcast,103_TELEDIARIO_ABC01_P,TELEDIARIO,caller,eno1,190.123.83.133,SRT,10000,0.0.0.0,connected,9.435,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.103,9.687,connected,431.57,241.40
SRT-ABC-01-104-1,SRT-ABC-01,Broadcast,104_TEST_CANAL8_SANJUAN,TEST_CANAL8_SANJUAN,caller,,181.118.68.2,SRT,12511,0.0.0.0,connecting,0.0,07/16/25 11:26,CANAL_8_P,UDP,10000,multicast,eno2,238.77.21.104,0.000,disconnected,431.57,241.40
SRT-ABC-01-105-1,SRT-ABC-01,Broadcast,105_Campo Rural_OCA,Campo Rural,caller,eno1,159.89.86.11,SRT,55504,0.0.0.0,connecting,0.0,07/16/25 11:26,OCA,UDP,10000,multicast,eno2,238.77.21.105,0.000,disconnected,431.57,241.40
SRT-ABC-01-106-1,SRT-ABC-01,Broadcast,106_A-LA-COCINA_ABC01_TEST,A-LA-COCINA,caller,eno1,176.52.252.209,SRT,7317,0.0.0.0,connected,20.454,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.106,20.430,connected,431.57,241.40
SRT-ABC-01-108-1,SRT-ABC-01,Broadcast,108_TV+_P,TV+_P,caller,eno1,190.215.167.4,SRT,9013,0.0.0.0,connecting,0.0,07/16/25 11:26,TV_+_P,UDP,10000,multicast,eno2,238.77.21.108,0.000,disconnected,431.57,241.40
SRT-ABC-01-109-1,SRT-ABC-01,Broadcast,109_Chilevision_ABC01_P,Chilevision_P,caller,eno1,45.230.21.5,SRT,1112,0.0.0.0,connected,7.661,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.109,7.661,connected,431.57,241.40
SRT-ABC-01-99920_COBC01-ADTEC1-MON-01_ABC01-1,SRT-ABC-01,Broadcast,99920_COBC01-ADTEC1-MON-01_ABC01,COBC-ADTEC1,caller,eno1,200.85.238.101,SRT,14001,0.0.0.0,connecting,0.0,07/16/25 11:26,LAN,UDP,10000,multicast,eno2,238.77.21.10,0.000,disconnected,431.57,241.40
SRT-ABC-01-99936_GVG_ABC01_POC-RETURN-1,SRT-ABC-01,Broadcast,99936_GVG_ABC01_POC-RETURN,EC2 GV,caller,eno1,138.91.230.8,SRT,30572,0.0.0.0,disconnected,0.0,07/16/25 11:26,OCA 5,UDP,8000,multicast,eno2,237.77.1.5,0,,431.57,241.40
