Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-02-001-1,SRT-ABC-02,Broadcast,001_ABC02_SIMPLE-DSPORTS2_BK,DSPORTS2-BK- FALTA CONFIRMAR,multicast,eno2,239.195.6.6,UDP,8000,10.77.6.6,connected,13.949,07/16/25 11:26,SIMPLE-TV,SRT,2107,caller,eno1,138.185.64.44,13.948,connected,426.77,383.88
SRT-ABC-02-004-1,SRT-ABC-02,Broadcast,004_ABC-ESPN2_CBC,ABC-ESPN2,multicast,eno2,239.77.16.110,UDP,8999,10.77.22.110,disconnected,0.0,07/16/25 11:26,ABC_CBC,SRT,10009,caller,,154.197.114.205,0.0,disconnected,426.77,383.88
SRT-ABC-02-005-1,SRT-ABC-02,Broadcast,005_ABC02_CBC02_HBO-HD_BK,HBO-HD,multicast,eno2,239.77.16.48,UDP,8999,10.77.22.48,connected,40.858,07/16/25 11:26,CBC02,SRT,10010,caller,eno1,154.197.114.205,40.858,connected,426.77,383.88
SRT-ABC-02-006-1,SRT-ABC-02,Broadcast,006_telecentro_abc02_latina_bk,latina_bk,listener,eno1,0.0.0.0,SRT,10006,0.0.0.0,disconnected,0.0,07/16/25 11:26,ird,UDP,10000,multicast,eno2,238.77.22.6,0,,426.77,383.88
SRT-ABC-02-008-1,SRT-ABC-02,Broadcast,008_ABC02_MON-01-kyrion_AWS-mediaconn,EM4008-1096_Encuentro,multicast,eno2,239.77.16.183,UDP,8999,10.77.22.183,connected,5.108,07/16/25 11:26,MONITOR-01_AWS-mediaconnect,SRT,10041,listener,eno1,0.0.0.0,0,disconnected,426.77,383.88
SRT-ABC-02-009-1,SRT-ABC-02,Broadcast,009_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK,Escuela Plus HD-Contribution,listener,eno1,0.0.0.0,SRT,10016,0.0.0.0,connected,12.259,07/16/25 11:26,lan,UDP,10000,multicast,eno2,238.77.22.99,12.259,connected,426.77,383.88
SRT-ABC-02-012-1,SRT-ABC-02,Broadcast,012_ABC02_MON-05,EM4008-IN5,multicast,eno2,239.77.43.90,RTP,8000,10.77.54.51,connected,8.247,07/16/25 11:26,MONITOR-05,SRT,10045,listener,eno1,0.0.0.0,0,disconnected,426.77,383.88
SRT-ABC-02-012-2,SRT-ABC-02,Broadcast,012_ABC02_MON-05,EM4008-IN5,,,,,,,,,07/16/25 11:26,testvmix,UDP,9999,multicast,eno2,233.233.232.30,8.177,connected,426.77,383.88
SRT-ABC-02-013-1,SRT-ABC-02,Broadcast,013_ABC02_MON-06,EM4008-IN6,multicast,eno2,239.77.28.200,UDP,6060,10.77.28.200,connected,2.247,07/16/25 11:26,MONITOR-06,SRT,10046,listener,eno1,0.0.0.0,0,disconnected,426.77,383.88
SRT-ABC-02-014-1,SRT-ABC-02,Broadcast,014_ABC02_SIMPLE-DSPORT-PAN_BK,DSPORT-PAN_BK--REVISAR,multicast,eno2,239.195.6.5,UDP,8000,10.77.6.5,connected,13.883,07/16/25 11:26,SIMPLE-TV,SRT,2106,caller,eno1,138.185.64.44,13.889,connected,426.77,383.88
