Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-03-002-1,SRT-ABC-03,Broadcast,002_ECDF,ECDF,caller,ens33,190.110.52.180,SRT,10004,0.0.0.0,disconnected,0.0,07/16/25 11:26,ECDF_RCV1372P,UDP,10000,multicast,ens34,238.77.23.91,0.0,disconnected,347.91,446.35
SRT-ABC-03-003-1,SRT-ABC-03,Broadcast,003_manavision_abc03_P,manavision,caller,ens33,190.57.161.184,SRT,4000,0.0.0.0,connected,6.359,07/16/25 11:26,harmonic,UDP,10000,multicast,ens34,238.77.23.3,6.398,connected,347.91,446.35
SRT-ABC-03-004-1,SRT-ABC-03,Broadcast,004_ABC03_SIMPLE_DSPORT-PAN_P,DKyrion-1P-SPORTS,multicast,ens34,239.195.6.5,UDP,8000,10.77.6.5,connected,13.886,07/16/25 11:26,simple_p,SRT,10014,caller,ens33,138.185.64.42,13.888,connected,347.91,446.35
SRT-ABC-03-011-1,SRT-ABC-03,Broadcast,011_CBC_ABC_TATA CHN1_LiveSports,CHN1_LiveSports,listener,ens33,0.0.0.0,SRT,10018,0.0.0.0,disconnected,0.0,07/16/25 11:26,lan,UDP,10000,multicast,ens34,238.77.23.11,0,,347.91,446.35
SRT-ABC-03-012-1,SRT-ABC-03,Broadcast,012_CBC_ABC_TATA CHN2_AD Insertion,CHN2_AD Insertion,listener,ens33,0.0.0.0,SRT,10032,0.0.0.0,disconnected,0.0,07/16/25 11:26,lan,UDP,10000,multicast,ens34,238.77.23.12,0,,347.91,446.35
SRT-ABC-03-014-1,SRT-ABC-03,Broadcast,014_CBC_ABC_TATA CHN3_PPV,TATA CHN3_PPV,listener,ens33,0.0.0.0,SRT,10033,0.0.0.0,disconnected,0.0,07/16/25 11:26,lan,UDP,10000,multicast,ens34,238.77.23.14,0,,347.91,446.35
SRT-ABC-03-016-1,SRT-ABC-03,Broadcast,016_RadioSimpleTV_ABC,RadioSimpleTV,caller,ens33,138.185.64.21,SRT,1102,0.0.0.0,connecting,0.0,07/16/25 11:26,Simple TV Radio,RTP,10000,multicast,ens34,238.77.23.16,0.0,disconnected,347.91,446.35
SRT-ABC-03-017-1,SRT-ABC-03,Broadcast,017_cinemaplus_abc03_p,cinemaplus,caller,ens33,167.88.63.19,SRT,9994,0.0.0.0,connected,3.063,07/16/25 11:26,cloud,UDP,10000,multicast,ens34,238.77.23.17,3.059,connected,347.91,446.35
SRT-ABC-03-018-1,SRT-ABC-03,Broadcast,018_migente_abc03_p,migente,caller,ens33,167.88.63.19,SRT,9996,0.0.0.0,connected,3.056,07/16/25 11:26,cloud,UDP,10000,multicast,ens34,238.77.23.18,3.061,connected,347.91,446.35
SRT-ABC-03-020-1,SRT-ABC-03,Broadcast,020_TVFAMILIA_BK,TVFAMILIA,caller,ens33,177.253.69.170,SRT,10027,0.0.0.0,connected,5.597,07/16/25 11:26,LAN,UDP,10000,multicast,ens34,238.77.23.13,5.598,connected,347.91,446.35
SRT-ABC-03-030-1,SRT-ABC-03,Broadcast,030_PRG-DNEWS_ABC03_BK,PRG-DNEWS-ALTERNATIVO,caller,ens33,181.12.151.124,SRT,9090,0.0.0.0,connecting,0.0,07/16/25 11:26,LAN,UDP,10000,multicast,ens34,238.77.23.30,0.0,disconnected,347.91,446.35
SRT-ABC-03-031-1,SRT-ABC-03,Broadcast,031_Campo-Rural-TV_ABC03_P,Campo-Rural-TV_P,caller,ens33,201.217.133.189,SRT,10026,0.0.0.0,connected,11.076,07/16/25 11:26,RCV1247P,UDP,10000,multicast,ens34,238.77.23.31,11.075,connected,347.91,446.35
SRT-ABC-03-033-1,SRT-ABC-03,Broadcast,033_ABC_CBC_ESPN2 lat Andina,RCV1510B,multicast,ens34,239.77.17.110,UDP,8999,10.77.23.110,disconnected,0.0,07/16/25 11:26,cbc-b,SRT,10072,caller,ens33,154.197.114.205,0.0,disconnected,347.91,446.35
SRT-ABC-03-035-1,SRT-ABC-03,Broadcast,035_ABC03_CBC02_INTI_BK,RCV1010,multicast,ens34,239.77.29.10,UDP,8999,10.77.29.10,connection established,0.0,07/16/25 11:26,CBC02,SRT,10074,caller,ens33,154.197.114.205,0.000,disconnected,347.91,446.35
SRT-ABC-03-038-1,SRT-ABC-03,Broadcast,038_ABC_CBC_38,MVP2-OUT1,multicast,ens34,239.77.28.211,UDP,10000,10.77.28.211,disconnected,0.0,07/16/25 11:26,CBC-02,SRT,10035,caller,ens33,10.133.92.150,0.0,disconnected,347.91,446.35
SRT-ABC-03-039-1,SRT-ABC-03,Broadcast,039_ABC_CBC_39,MVP2-OUT2,multicast,ens34,239.77.28.212,UDP,10000,10.77.28.212,disconnected,0.0,07/16/25 11:26,CBC-02,SRT,10036,caller,ens33,99.193.236.205,0.0,disconnected,347.91,446.35
SRT-ABC-03-040-1,SRT-ABC-03,Broadcast,040_ABC03_NO USAR SIMPLE-TV_ONDIRECTV-NORTE_P,ONDIRECTV-NORTE-P,multicast,ens34,239.77.40.90,UDP,8000,10.77.54.51,disconnected,0.0,07/16/25 11:26,SIMPLE TV,SRT,10040,caller,ens33,138.185.64.22,0,disconnected,347.91,446.35
SRT-ABC-03-041-1,SRT-ABC-03,Broadcast,041_ABC_INTER-TV_DTV-SPORTS-PAN_BK,DTV-SPORTS-PAN,multicast,ens34,239.195.10.5,UDP,8000,10.77.10.5,connected,13.941,07/16/25 11:26,INTER-TV,SRT,10037,listener,ens33,0.0.0.0,13.946,connected,347.91,446.35
SRT-ABC-03-041-2,SRT-ABC-03,Broadcast,041_ABC_INTER-TV_DTV-SPORTS-PAN_BK,DTV-SPORTS-PAN,,,,,,,,,07/16/25 11:26,PUBLICIDAD_MULTIMEDIA_B,SRT,10141,listener,ens33,0.0.0.0,13.937,connected,347.91,446.35
SRT-ABC-03-042-1,SRT-ABC-03,Broadcast,042_ABC_INTER-TV_DTV-SPORTS-2_B,DTV-SPORTS-2,multicast,ens34,239.195.10.6,UDP,8000,10.77.10.6,connected,14.139,07/16/25 11:26,INTER-TV,SRT,10038,listener,ens33,0.0.0.0,0,disconnected,347.91,446.35
SRT-ABC-03-042-2,SRT-ABC-03,Broadcast,042_ABC_INTER-TV_DTV-SPORTS-2_B,DTV-SPORTS-2,,,,,,,,,07/16/25 11:26,PUBLICIDAD_MULTIMEDIA_LLC,SRT,10142,listener,ens33,0.0.0.0,14.142,connected,347.91,446.35
SRT-ABC-03-043-1,SRT-ABC-03,Broadcast,043_ABC03_DTV-DSPORTS-PLUS_B,DSPORTS-PLUS,multicast,ens34,239.195.10.7,UDP,8000,10.77.10.7,connected,14.142,07/16/25 11:26,INTER-TV,SRT,10039,listener,ens33,0.0.0.0,0,disconnected,347.91,446.35
SRT-ABC-03-043-2,SRT-ABC-03,Broadcast,043_ABC03_DTV-DSPORTS-PLUS_B,DSPORTS-PLUS,,,,,,,,,07/16/25 11:26,PUBLICIDAD_MULTIMEDIA_B,SRT,10143,listener,ens33,0.0.0.0,14.143,connected,347.91,446.35
SRT-ABC-03-043-3,SRT-ABC-03,Broadcast,043_ABC03_DTV-DSPORTS-PLUS_B,DSPORTS-PLUS,,,,,,,,,07/16/25 11:26,SIMPLE TV,SRT,3104,caller,ens33,138.185.64.42,14.142,connected,347.91,446.35
SRT-ABC-03-045-1,SRT-ABC-03,Broadcast,045_ABC03_CBC01_TeenNick_P_TEST,RCV1354-TeenNick_P,multicast,ens34,239.77.16.162,UDP,8999,10.77.22.162,connected,20.429,07/16/25 11:26,CBC01-TeenNick,SRT,10021,caller,ens33,10.133.92.150,20.429,connected,347.91,446.35
SRT-ABC-03-050-1,SRT-ABC-03,Broadcast,050_LaTeleTuya-AAC-P_ABC,LaTeleTuya_P-VOS,caller,ens33,207.138.38.94,SRT,9000,0.0.0.0,connecting,0.0,07/16/25 11:26,VOS-TLT-AAC-P,UDP,10000,multicast,ens34,238.77.23.50,0.000,disconnected,347.91,446.35
SRT-ABC-03-052-1,SRT-ABC-03,Broadcast,052_ABC03_CBC01_U-1575-UNRE_P ,REALITY,multicast,ens34,239.80.16.35,UDP,8999,10.77.22.35,connected,12.259,07/16/25 11:26,CBC01,SRT,10052,listener,ens33,0.0.0.0,12.259,connected,347.91,446.35
SRT-ABC-03-056-1,SRT-ABC-03,Broadcast,056_CARACOL-OTT_ABC03_P,CARACOL,caller,ens33,138.255.98.201,SRT,9102,0.0.0.0,connected,5.890,07/16/25 11:26,LAN,UDP,10000,multicast,ens34,238.77.23.56,5.877,connected,347.91,446.35
SRT-ABC-03-057-1,SRT-ABC-03,Broadcast,057_EVENTO-ABC03_MONITOR,BZRRAP,multicast,ens34,239.195.6.8,UDP,8000,10.77.6.8,disconnected,0.0,07/16/25 11:26,MONITOR,SRT,10057,listener,ens33,0.0.0.0,0,disconnected,347.91,446.35
