Description;Asset;Route Name;Source Name;Asset Type;Source State;Destination State;Destination Name;Source Mode;Destination Mode;Source Interface;Destination Interface;Source Protocol;Destination Protocol;Source BW;Destination BW;S_SSM;Destination IP;Source Address;Destination Port;Source Port;Last Update;BW In Total;BW Out Total
SRT-ABC-02-005-1;SRT-ABC-02;005_ABC02_CBC02_HBO-HD_BK;HBO-HD;Broadcast;connected;connected;CBC02;Multicast;Caller;eno2;eno1;UDP;SRT;40.86;40.86;10.77.22.48;154.197.114.205;239.77.16.48;10,010;8,999;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-103-1;SRT-ABC-01;103_TELEDIARIO_ABC01_P;TELEDIARIO;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;4.74;4.59;0.0.0.0;238.77.21.103;190.123.83.133;10,000;10,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-060-1;SRT-ABC-01;060_CBC01_ABC01_ITX-PPV01_P;CBC01_ITX-PPV01_P;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;238.77.21.60;0.0.0.0;10,000;10,060;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-006-1;SRT-ABC-01;006_LATINA_TELECENTRO_ABC01_P;LATINA_P;Broadcast;connected;connected;RCV-ABC-1069-P;Listener;Multicast;eno1;eno2;SRT;UDP;5.62;5.62;0.0.0.0;238.77.21.6;0.0.0.0;10,000;10,006;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-004-2;SRT-ABC-01;004_ABC01_CBC01_HBO-HD_P;HBO-HD;Broadcast;;connected;CBC01;;Caller;;eno1;;SRT;;40.86;;10.133.92.150;;10,010;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-004-1;SRT-ABC-01;004_ABC01_CBC01_HBO-HD_P;HBO-HD;Broadcast;connected;disconnected;ABC_CBC;Multicast;Caller;eno2;eno1;UDP;SRT;40.86;0;10.77.22.48;154.197.114.203;239.77.16.48;10,010;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-003-1;SRT-ABC-01;003_ABC-ESPN2_CBC;NAT-ESPN2;Broadcast;connected;disconnected;ABC_CBC;Multicast;Caller;eno2;;UDP;SRT;20.43;0;10.77.22.110;154.197.114.203;239.77.16.110;10,009;8,999;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-119-1;SRT-ABC-03;119_Teleamazonas_ABC03_P;Teleamazonas_Guayaquil;Broadcast;connected;connected;Teleamazonas_P;Caller;Multicast;ens33;ens34;SRT;UDP;15.11;15.15;0.0.0.0;238.77.23.119;179.60.189.93;10,000;15,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-090-1;SRT-ABC-03;090_CARDINAL_ABC03_P;CARDINAL;Broadcast;connected;connected;LAN;Listener;Multicast;ens33;ens34;SRT;UDP;6.2;6.21;0.0.0.0;238.77.23.90;0.0.0.0;10,000;10,090;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-9;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;connected;TV_MIA_P;;Listener;;ens33;;SRT;;8.18;;0.0.0.0;;10,684;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-076-1;SRT-ABC-03;076_FM-FIESTA-VENEZUELA_ABC03_P;FM_FIESTA;Broadcast;connected;connected;FM_FIESTA-MUX;Caller;Multicast;ens33;ens34;SRT;UDP;0.2;0.2;0.0.0.0;238.77.23.76;201.249.194.234;10,000;20,004;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-073-1;SRT-ABC-03;073_ABC03_CBC01_UComedy-HD_P;Universal Comedy HD;Broadcast;connected;connected;CBC01;Multicast;Caller;ens34;ens33;UDP;SRT;10.22;10.22;10.77.28.8;10.133.92.150;239.77.28.8;10,076;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-072-3;SRT-ABC-03;072_ABC03_CBC01_Std-UniversalHD_P;Studio Universal HD;Broadcast;;disconnected;TATA_PRUEBA_MAIN;;Caller;;ens33;;SRT;;0;;130.250.134.86;;10,068;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-041-3;SRT-ABC-03;041_ABC_INTER-TV_DTV-SPORTS-PAN_BK;DTV-SPORTS-PAN;Broadcast;;connected;TUVES(INTERTV-CHILE);;Listener;;ens33;;SRT;;13.94;;0.0.0.0;;10,241;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-017-1;SRT-ABC-03;017_cinemaplus_abc03_p;cinemaplus;Broadcast;disconnected;disconnected;cloud;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.17;167.88.63.19;10,000;9,994;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-016-1;SRT-ABC-03;016_RadioSimpleTV_ABC;RadioSimpleTV;Broadcast;connecting;disconnected;Simple TV Radio;Caller;Multicast;ens33;ens34;SRT;RTP;0;0;0.0.0.0;238.77.23.16;138.185.64.21;10,000;1,102;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-014-1;SRT-ABC-03;014_CBC_ABC_TATA CHN3_PPV;TATA CHN3_PPV;Broadcast;disconnected;;lan;Listener;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.14;0.0.0.0;10,000;10,033;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-035-1;SRT-ABC-03;035_ABC03_CBC02_INTI_BK;RCV1010;Broadcast;disconnected;disconnected;CBC02;Multicast;Caller;ens34;ens33;UDP;SRT;0;0;10.77.29.10;154.197.114.205;239.77.29.10;10,074;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-033-1;SRT-ABC-03;033_ABC_CBC_ESPN2 lat Andina;RCV1510B;Broadcast;disconnected;disconnected;cbc-b;Multicast;Caller;ens34;ens33;UDP;SRT;0;0;10.77.23.110;154.197.114.205;239.77.17.110;10,072;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-020-1;SRT-ABC-03;020_TVFAMILIA_BK;TVFAMILIA;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;5.51;5.44;0.0.0.0;238.77.23.13;177.253.69.170;10,000;10,027;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-018-1;SRT-ABC-03;018_migente_abc03_p;migente;Broadcast;connected;connected;cloud;Caller;Multicast;ens33;ens34;SRT;UDP;3.07;3.07;0.0.0.0;238.77.23.18;167.88.63.19;10,000;9,996;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-003-1;SRT-ABC-03;003_manavision_abc03_P;manavision;Broadcast;connected;connected;harmonic;Caller;Multicast;ens33;ens34;SRT;UDP;6.52;6.5;0.0.0.0;238.77.23.3;190.57.161.184;10,000;4,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-096-1;SRT-ABC-02;096_CANAL-E_ABC02_P;CANAL-E;Broadcast;connected;connected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;5.45;5.43;0.0.0.0;238.77.22.96;181.30.93.40;10,000;10,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-095-1;SRT-ABC-02;095_AWSOUT_ABC02;AWS_34.237.199.62;Broadcast;connecting;disconnected;lan;Listener;Multicast;eno1;eno2;SRT;RTP;0;0;0.0.0.0;238.77.22.95;0.0.0.0;10,000;10,042;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-084-1;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;connected;connected;ALL_ACCESS_DNEWS;Multicast;Listener;ens34;ens33;RTP;SRT;8.25;8.17;10.77.54.51;0.0.0.0;239.77.43.90;10,184;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-072-2;SRT-ABC-03;072_ABC03_CBC01_Std-UniversalHD_P;Studio Universal HD;Broadcast;;disconnected;TATA_PRUEBA_BK;;Caller;;ens33;;SRT;;0;;147.185.246.251;;10,098;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-071-1;SRT-ABC-03;071_ABC03_CBC01_FX-HD_P;FX HD;Broadcast;connected;connected;CBC01;Multicast;Caller;ens34;ens33;UDP;SRT;12.26;12.26;10.77.22.58;10.133.92.150;239.77.16.58;10,073;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-012-1;SRT-ABC-02;012_ABC02_MON-05;EM4008-IN5;Broadcast;connected;disconnected;MONITOR-05;Multicast;Listener;eno2;eno1;RTP;SRT;8.25;0;10.77.54.51;0.0.0.0;239.77.43.90;10,045;8,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-064-1;SRT-ABC-01;064_CBC01_ABC01_ITX-PPV05_P;ITX-PPV05_P;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.26;12.26;0.0.0.0;238.77.21.64;0.0.0.0;10,000;10,067;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-007-1;SRT-ABC-01;007_CBC01-ABC01_DISTRIBUTION_Escuela Plus HD_P;Escuela Plus HD-CBC01_P;Broadcast;connected;connected;ETB_P;Listener;Listener;eno1;eno1;SRT;SRT;12.26;12.26;0.0.0.0;0.0.0.0;0.0.0.0;10,007;10,016;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-095-1;SRT-ABC-01;095_TVPLUS_ABC01_P;TVPlus;Broadcast;connected;connected;RCV1372P;Caller;Multicast;eno1;eno2;SRT;UDP;6.12;6.12;0.0.0.0;238.77.21.95;190.215.167.4;10,000;9,010;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-053-1;SRT-ABC-01;053_DSportsMotor_ABC01_P;Madco;Broadcast;connecting;disconnected;RCV-ABC-1069-P;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.53;0.0.0.0;10,000;10,053;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-040-1;SRT-ABC-01;040_ABC01_SIMPLE-TV_ONDIRECTV-NORTE_P;ONDIRECTV-NORTE-P;Broadcast;connected;connected;SIMPLE TV;Multicast;Caller;eno2;eno1;UDP;SRT;10.22;10.22;10.77.54.51;138.185.64.43;239.77.40.90;3,109;8,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-028-1;SRT-ABC-01;028_ABC01_COBC01_TX70-MUX_P;TX70-MUX_P;Broadcast;connected;disconnected;COBC-01-LOWLAT;Multicast;Caller;eno2;eno1;RTP;SRT;47.93;0;10.77.12.1;191.102.238.101;239.77.12.1;14,070;5,090;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-027-2;SRT-ABC-01;027_ABC01_COBC01_TX68-MUX_P;TX-68-MUX;Broadcast;;connected;NEW COBC-01;;Caller;;eno1;;SRT;;41.23;;10.177.242.101;;14,068;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-027-1;SRT-ABC-01;027_ABC01_COBC01_TX68-MUX_P;TX-68-MUX;Broadcast;connected;disconnected;COBC-01;Multicast;Caller;eno2;eno1;RTP;SRT;41.23;0;10.77.12.89;191.102.238.101;239.77.12.89;14,068;5,090;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-025-1;SRT-ABC-01;025_LaRedChile-2_ABC;Orivision-SecondaryStream;Broadcast;connecting;disconnected;RCV-ABC-1209-B;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.25;45.181.122.33;10,020;7,145;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-024-1;SRT-ABC-01;024_LaRed-Chile_ABC01_P;LaRed-Chile;Broadcast;connected;connected;RCV-ABC-1209-P;Caller;Multicast;eno1;eno2;SRT;UDP;8.04;8.03;0.0.0.0;238.77.21.7;45.181.122.34;10,000;9,020;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-001-1;SRT-ABC-01;001_ABC01_DITRIBUTION_DSPORTS2_P;DSPORTS2_P;Broadcast;connected;disconnected;ABC01_COBC01_DSPORTS_borrar;Multicast;Caller;eno2;eno1;UDP;SRT;13.95;0;10.77.6.6;10.177.242.101;239.195.6.6;10,032;8,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-052-1;SRT-ABC-03;052_ABC03_CBC01_U-1575-UNRE_P;REALITY;Broadcast;connected;connected;CBC01;Multicast;Listener;ens34;ens33;UDP;SRT;12.26;12.26;10.77.22.35;0.0.0.0;239.80.16.35;10,052;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-026-1;SRT-ABC-01;026_TNU_ABC01_P;TNU;Broadcast;connected;connected;RCV-ABC-1339;Caller;Multicast;eno1;eno2;SRT;UDP;10.57;10.57;0.0.0.0;238.77.21.1;179.27.151.230;10,000;9,200;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-056-3;SRT-ABC-01;056_ABC01_DISTRIBUTION_DFIGHT_P;ENC9007P;Broadcast;;connected;DFIGHT-NETUNO;;Listener;;eno1;;SRT;;10.22;;0.0.0.0;;10,056;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-033-2;SRT-ABC-01;033_ABC_CBC_ESPN2 lat Andina;RCV1510P;Broadcast;;disconnected;cbc1;;Caller;;eno1;;SRT;;0;;10.133.92.150;;10,071;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-013-1;SRT-ABC-01;013_COBC02_ABC01_PID-MON-02;COBC02-PID-MON-02;Broadcast;connecting;disconnected;DEC-TOC-02;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.13;0.0.0.0;10,000;14,005;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-014-1;SRT-ABC-01;014_CBC_ABC_TATA CHN3_PPV;TATA CHN3_PPV;Broadcast;connecting;disconnected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.14;0.0.0.0;10,000;10,033;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-028-2;SRT-ABC-01;028_ABC01_COBC01_TX70-MUX_P;TX70-MUX_P;Broadcast;;connected;P2P_COBC01;;Caller;;eno1;;SRT;;47.93;;10.177.242.101;;14,070;;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-029-1;SRT-ABC-01;029_TX76-MUXP-ABC_COBC;TX76-MUXP-ABC;Broadcast;connected;disconnected;COBC-01;Multicast;Caller;eno2;eno1;RTP;SRT;41.23;0;10.77.12.99;191.102.238.101;239.77.12.99;14,076;5,090;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-096-1;SRT-ABC-03;096_CDO_ABC_P;CDO_Test;Broadcast;disconnected;;testCDO;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.96;152.230.127.165;10,000;40,012;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-105-1;SRT-ABC-03;105_NATIVA_ABC03_P;Nativa;Broadcast;connecting;disconnected;OCA 22P;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.105;201.230.8.180;10,000;20,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-112-1;SRT-ABC-03;112_Canal-RPP_ABC03_P;RPP_Peru_P;Broadcast;connected;connected;LAN;Caller;Multicast;ens33;ens34;SRT;UDP;7.95;7.95;0.0.0.0;238.77.23.112;200.37.63.249;10,000;8,001;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-113-1;SRT-ABC-03;113_UClPlay_ABC_P;UCL Play;Broadcast;connecting;disconnected;RCV 1286P;Caller;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.113;190.52.162.112;10,000;8,103;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-033-1;SRT-ABC-02;033_ABC02_COBC02_TX68-MUXB_BK;TX68-MUXP;Broadcast;connected;connected;COBC02;Multicast;Caller;eno2;eno1;UDP;SRT;41.23;41.23;10.77.24.89;191.102.239.102;239.77.24.89;14,068;5,090;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-088-1;SRT-ABC-03;088_DSports-ARG_Telecentro;Kyrion 1P;Broadcast;disconnected;disconnected;Telecentro;Multicast;Listener;ens34;ens33;UDP;SRT;0;0;10.77.6.1;0.0.0.0;239.195.6.1;1,088;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-066-1;SRT-ABC-01;066_ABC01_DISTRIBUTION_DSports_Radio_P(TST);DSportsRadio_P;Broadcast;connected;connected;ETB;Multicast;Listener;eno2;eno1;UDP;SRT;0.21;0.21;10.77.12.173;0.0.0.0;238.77.52.19;10,066;10,000;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-041-1;SRT-ABC-03;041_ABC_INTER-TV_DTV-SPORTS-PAN_BK;DTV-SPORTS-PAN;Broadcast;connected;connected;INTERTV-NETUNO;Multicast;Listener;ens34;ens33;UDP;SRT;13.94;13.95;10.77.10.5;0.0.0.0;239.195.10.5;10,037;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-043-3;SRT-ABC-03;043_ABC03_DTV-DSPORTS-PLUS_B;DSPORTS-PLUS;Broadcast;;connected;PUBLICIDAD_MULTIMEDIA_B;;Listener;;ens33;;SRT;;14.14;;0.0.0.0;;10,143;;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-007-2;SRT-ABC-01;007_CBC01-ABC01_DISTRIBUTION_Escuela Plus HD_P;Escuela Plus HD-CBC01_P;Broadcast;;connected;lan;;Multicast;;eno2;;UDP;;12.26;;238.77.21.77;;10,000;;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-066-1;SRT-ABC-02;066_DSports_Radio_BK;DSportsradio_Bk;Broadcast;connected;disconnected;ETB Colombia BK;Multicast;Listener;eno2;eno1;UDP;SRT;0.21;0;10.77.12.173;0.0.0.0;238.77.52.19;10,166;10,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-011-1;SRT-ABC-03;011_CBC_ABC_TATA CHN1_LiveSports;CHN1_LiveSports;Broadcast;disconnected;;lan;Listener;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.11;0.0.0.0;10,000;10,018;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-012-1;SRT-ABC-01;012_CBC_ABC_TATA CHN2_AD Insertion;CHN2_AD Insertion;Broadcast;connecting;disconnected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.12;0.0.0.0;10,000;10,032;2/6/2026 09:34;472.94;479.61
SRT-ABC-03-050-1;SRT-ABC-03;050_LaTeleTuya-AAC-P_ABC;LaTeleTuya_P-VOS;Broadcast;connected;connected;VOS-TLT-AAC-P;Caller;Multicast;ens33;ens34;SRT;UDP;6.13;6.13;0.0.0.0;238.77.23.50;190.202.41.126;10,000;9,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-041-2;SRT-ABC-03;041_ABC_INTER-TV_DTV-SPORTS-PAN_BK;DTV-SPORTS-PAN;Broadcast;;connected;PUBLICIDAD_MULTIMEDIA_B;;Listener;;ens33;;SRT;;13.94;;0.0.0.0;;10,141;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-4;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;disconnected;Claro TV;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,584;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-2;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;disconnected;CABLEVIDEO_SantaFe_P;;Listener;;ens33;;SRT;;0;;0.0.0.0;;10,484;;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-084-3;SRT-ABC-03;084_DNEWS_PRI-TELECENTRO;ENC-9008-P;Broadcast;;connected;Cablevision;;Listener;;ens33;;SRT;;8.17;;0.0.0.0;;10,084;;2/6/2026 09:34;350.28;439.18
SRT-ABC-01-096-1;SRT-ABC-01;096_CANAL-E_ABC01_P;CANAL-E;Broadcast;connected;connected;RCV-ABC-1016;Caller;Multicast;eno1;eno2;SRT;UDP;5.44;5.44;0.0.0.0;238.77.21.96;190.104.216.240;10,000;10,029;2/6/2026 09:34;472.94;479.61
SRT-ABC-02-036-1;SRT-ABC-02;036_ABC02_COBC02_TX76-MUXB_bk;TX76-MUXB;Broadcast;connected;connected;COBC02;Multicast;Caller;eno2;eno1;UDP;SRT;41.23;41.23;10.77.24.99;191.102.239.102;239.77.12.99;14,076;5,090;2/6/2026 09:34;448.18;467.6
SRT-ABC-03-063-1;SRT-ABC-03;063_LAN-TOOLBOX_POC_P;LAN-CHANNEL;Broadcast;disconnected;disconnected;TOOLBOX;Multicast;Multicast;ens34;ens34;UDP;UDP;0;0;10.77.23.61;238.77.17.61;239.77.17.61;8,999;8,999;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-062-1;SRT-ABC-03;062_LA REDONDA CANELA_ABC;REDONDA;Broadcast;connected;connected;ABC-RCV-1002;Caller;Multicast;ens33;ens34;SRT;UDP;5.52;4.65;0.0.0.0;238.77.23.62;187.251.170.35;10,000;10,040;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-012-1;SRT-ABC-03;012_CBC_ABC_TATA CHN2_AD Insertion;CHN2_AD Insertion;Broadcast;disconnected;;lan;Listener;Multicast;ens33;ens34;SRT;UDP;0;0;0.0.0.0;238.77.23.12;0.0.0.0;10,000;10,032;2/6/2026 09:34;350.28;439.18
SRT-ABC-03-004-1;SRT-ABC-03;004_ABC03_SIMPLE_DSPORT-PAN_P;DKyrion-1P-SPORTS;Broadcast;connected;connected;simple_p;Multicast;Caller;ens34;ens33;UDP;SRT;13.94;13.94;10.77.6.5;138.185.64.42;239.195.6.5;10,014;8,000;2/6/2026 09:34;350.28;439.18
SRT-ABC-02-097-1;SRT-ABC-02;097_MERIDIANO_ABC02_BK;Meridiano-TV;Broadcast;connected;connected;RCV-ABC-1807-B;Caller;Multicast;eno1;eno2;SRT;UDP;6.64;6.6;0.0.0.0;238.77.22.97;38.41.6.68;10,000;20,002;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-094-1;SRT-ABC-02;094_VENEVISION_ABC02_BK;VENEVISION_BK;Broadcast;connected;connected;RCV-ABC-1806-B;Caller;Multicast;eno1;eno2;SRT;UDP;8.2;8.17;0.0.0.0;238.77.22.94;200.125.186.94;10,000;20,001;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-064-1;SRT-ABC-02;064_CBC02_ABC02_ITX-PPV05_B;CBC02_ITX-PPV05_B;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.27;12.26;0.0.0.0;238.77.22.64;0.0.0.0;10,000;10,067;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-063-1;SRT-ABC-02;063_CBC02_ABC02_ITX-PPV04_B;CBC02_ITX-PPV04_B;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.27;12.26;0.0.0.0;238.77.22.63;0.0.0.0;10,000;10,066;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-056-3;SRT-ABC-02;056_ABC02_DFIGHT_BU;ENC9007B;Broadcast;;disconnected;Dfight-Cliente2;;Listener;;eno1;;SRT;;0;;0.0.0.0;;12,056;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-056-2;SRT-ABC-02;056_ABC02_DFIGHT_BU;ENC9007B;Broadcast;;disconnected;DFIGHT_ETB_B;;Listener;;eno1;;SRT;;0;;0.0.0.0;;10,156;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-056-1;SRT-ABC-02;056_ABC02_DFIGHT_BU;ENC9007B;Broadcast;connected;disconnected;DFIGHT-B;Multicast;Listener;eno2;eno1;UDP;SRT;10.22;0;10.77.54.71;0.0.0.0;239.77.42.190;10,056;8,000;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-053-4;SRT-ABC-02;053_DSportsMotor_ABC02_B;53_DSportsMotor_ABC02B;Broadcast;;disconnected;Dmotors-Cliente3;;Listener;;eno1;;SRT;;0;;0.0.0.0;;13,052;;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-053-1;SRT-ABC-02;053_DSportsMotor_ABC02_B;53_DSportsMotor_ABC02B;Broadcast;connecting;disconnected;DMotors;Listener;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.22.53;0.0.0.0;10,000;10,053;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-037-1;SRT-ABC-02;037_ABC02_COBC02_TX88-MUXB_BK;TX88-MUXB;Broadcast;connected;connected;COBC02;Multicast;Caller;eno2;eno1;UDP;SRT;47.93;47.93;10.77.53.21;191.102.239.102;239.77.24.41;14,088;5,090;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-031-1;SRT-ABC-02;031_EXLaRed-Chile-P_ABC;LaRed-Chile;Broadcast;connecting;disconnected;RCV-1209-P;Caller;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;238.77.22.7;190.215.57.116;10,000;9,006;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-030-1;SRT-ABC-02;030_FAMILIA_ABC02;FAMIILIA;Broadcast;connected;connected;CLOUDLINK;Caller;Multicast;eno1;eno2;SRT;UDP;7.56;7.61;0.0.0.0;238.1.8.1;190.145.223.82;10,000;10,002;2/6/2026 09:34;448.18;467.6
SRT-ABC-02-018-1;SRT-ABC-02;018_CBC-ECUAVISA BU;CBC SRT B;Broadcast;connecting;disconnected;ECUAVISA_RCV_1014_B;Listener;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;238.77.22.18;0.0.0.0;10,000;10,031;2/6/2026 09:34;448.18;467.6
SRT-ABC-01-106-1;SRT-ABC-01;106_A-LA-COCINA_ABC01_TEST;A-LA-COCINA;Broadcast;connecting;disconnected;LAN;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.106;176.52.252.209;10,000;7,317;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-105-1;SRT-ABC-01;105_Campo Rural_OCA;Campo Rural;Broadcast;connecting;disconnected;OCA;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.105;159.89.86.11;10,000;55,504;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-104-1;SRT-ABC-01;104_TEST_CANAL8_SANJUAN;TEST_CANAL8_SANJUAN;Broadcast;connecting;disconnected;CANAL_8_P;Caller;Multicast;;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.104;181.118.68.2;10,000;12,511;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-062-1;SRT-ABC-01;062_CBC01_ABC01_ITX-PPV03_P;ITX-PPV03_P;Broadcast;connected;connected;lan;Listener;Multicast;eno1;eno2;SRT;UDP;12.27;12.27;0.0.0.0;238.77.21.62;0.0.0.0;10,000;10,062;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-051-1;SRT-ABC-01;051_CDO-ABC-B;CDO;Broadcast;connecting;disconnected;RCV;Caller;Multicast;eno1;eno2;SRT;UDP;0;0;0.0.0.0;238.77.21.51;190.171.138.250;10,000;40,101;2/6/2026 09:34;472.94;479.61
SRT-ABC-01-035-1;SRT-ABC-01;035_ABC1_CHIVEN_TORNEOS1;TORNEOS-01;Broadcast;connection established;;;Multicast;;eno2;;UDP;;0;;10.77.22.197;;238.77.1.107;;10,000;2/6/2026 09:34;;
SRT-ABC-01-031-1;SRT-ABC-01;031_canal10uru_ABC01_P;canal10URU;Broadcast;connected;disconnected;LAN _FINAL;Caller;Multicast;eno1;eno2;SRT;UDP;12.27;0;0.0.0.0;238.1.4.1;190.64.95.77;10,000;10,010;2/6/2026 09:34;472.94;479.61
