Description,Asset,Asset Type,Route Name,Source Name,Source Mode,Source Interface,Source Address,Source Protocol,Source Port,S_SSM,Source State,Source BW,Last Update,Destination Name,Destination Protocol,Destination Port,Destination Mode,Destination Interface,Destination IP,Destination BW,Destination State,BW In Total,BW Out Total
SRT-ABC-02-001-1,SRT-ABC-02,Broadcast,001_ABC02_SIMPLE-DSPORTS2_BK,DSPORTS2-BK- FALTA CONFIRMAR,multicast,eno2,239.195.6.6,UDP,8000,10.77.6.6,connected,13.945,06/04/26 11:17,ETB_Colombia_B,SRT,10101,listener,eno1,0.0.0.0,0,disconnected,431.48,438.13
SRT-ABC-02-001-2,SRT-ABC-02,Broadcast,001_ABC02_SIMPLE-DSPORTS2_BK,DSPORTS2-BK- FALTA CONFIRMAR,,,,,,,,,06/04/26 11:17,SIMPLE-TV,SRT,2107,caller,eno1,138.185.64.44,13.939,connected,431.48,438.13
SRT-ABC-02-005-1,SRT-ABC-02,Broadcast,005_ABC02_CBC02_HBO-HD_BK,HBO-HD,multicast,eno2,239.77.16.48,UDP,8999,10.77.22.48,connected,40.858,06/04/26 11:17,CBC02,SRT,10010,caller,eno1,154.197.114.205,40.858,connected,431.48,438.13
SRT-ABC-02-006-1,SRT-ABC-02,Broadcast,006_LATINA_TELECENTRO_ABC02_B,latina_bk,listener,eno1,0.0.0.0,SRT,10006,0.0.0.0,connected,5.616,06/04/26 11:17,RCV-ABC-1069-B,UDP,10000,multicast,eno2,238.77.22.6,5.622,connected,431.48,438.13
SRT-ABC-02-007-1,SRT-ABC-02,Broadcast,007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK,Escuela Plus HD-Contribution,listener,eno1,0.0.0.0,SRT,10016,0.0.0.0,connected,12.265,06/04/26 11:17,ETB_Colombia_B,SRT,10007,listener,eno1,0.0.0.0,0,disconnected,431.48,438.13
SRT-ABC-02-007-2,SRT-ABC-02,Broadcast,007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK,Escuela Plus HD-Contribution,,,,,,,,,06/04/26 11:17,lan,UDP,10000,multicast,eno2,238.77.22.99,12.259,connected,431.48,438.13
SRT-ABC-02-007-3,SRT-ABC-02,Broadcast,007_CBC02_ABC02_Escuela-Plus-HD-Contribution_BK,Escuela Plus HD-Contribution,,,,,,,,,06/04/26 11:17,temp_hhh_borrar,SRT,10016,listener,eno1,0.0.0.0,0,disconnected,431.48,438.13
SRT-ABC-02-008-1,SRT-ABC-02,Broadcast,008_ABC02_MON-01-kyrion_AWS-mediaconn,EM4008-1096_Encuentro,multicast,eno2,239.77.16.183,UDP,8999,10.77.22.183,disconnected,0.0,06/04/26 11:17,MONITOR-01_AWS-mediaconnect,SRT,10041,listener,eno1,0.0.0.0,0,disconnected,431.48,438.13
SRT-ABC-02-009-1,SRT-ABC-02,Broadcast,009_ENCOMPASS_ABC02_TELEDOCE_P,TELEDOCE_P,caller,eno1,200.61.67.100,SRT,6341,0.0.0.0,connected,7.652,06/04/26 11:17,RCV 1228 P,UDP,10000,multicast,eno2,238.77.22.9,7.647,connected,431.48,438.13
SRT-ABC-02-010-1,SRT-ABC-02,Broadcast,010_TATA_ABC02_MONTE-CARLO_BK,MONTE-CARLO_BK,caller,eno1,157.151.12.166,SRT,10485,0.0.0.0,connected,8.195,06/04/26 11:17,RCV 1211 BK,UDP,10000,multicast,eno2,238.77.22.10,8.165,connected,431.48,438.13
SRT-ABC-02-012-1,SRT-ABC-02,Broadcast,012_ABC02_MON-05,EM4008-IN5,multicast,eno2,239.77.43.90,RTP,8000,10.77.54.51,connected,8.246,06/04/26 11:17,MONITOR-05,SRT,10045,listener,eno1,0.0.0.0,0,disconnected,431.48,438.13
